Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized
9.0,ND,N. AbeN. Abe,,+40.229,Event hun,2003.0,hun,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event hun,2003.0,hun,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event hun,2003.0,hun,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event hun,2003.0,hun,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event hun,2003.0,hun,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event hun,2003.0,hun,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event hun,2003.0,hun,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event hun,2003.0,hun,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event hun,2003.0,hun,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event hun,2003.0,hun,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event hun,2003.0,hun,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event hun,2003.0,hun,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event hun,2003.0,hun,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event hun,2003.0,hun,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event hun,2003.0,hun,Ukawat
,,,,,,2003.0,aut,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event aut,2003.0,aut,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event aut,2003.0,aut,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event aut,2003.0,aut,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event aut,2003.0,aut,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event aut,2003.0,aut,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event aut,2003.0,aut,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event aut,2003.0,aut,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event aut,2003.0,aut,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event aut,2003.0,aut,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event aut,2003.0,aut,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event aut,2003.0,aut,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event aut,2003.0,aut,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event aut,2003.0,aut,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event aut,2003.0,aut,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event aut,2003.0,aut,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event aut,2003.0,aut,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event aut,2003.0,aut,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event aut,2003.0,aut,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event aut,2003.0,aut,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event aut,2003.0,aut,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event aut,2003.0,aut,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event aut,2003.0,aut,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event aut,2003.0,aut,Ukawat
,,,,,,2003.0,cze,
1.0,ND,V. RossiV. Rossi,,44:18.907,Event cze,2003.0,cze,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.042,Event cze,2003.0,cze,Gibernaus
3.0,ND,T. BaylissT. Bayliss,,+0.668,Event cze,2003.0,cze,Baylisst
4.0,ND,C. ChecaC. Checa,,+5.390,Event cze,2003.0,cze,Checac
5.0,ND,M. BiaggiM. Biaggi,,+8.729,Event cze,2003.0,cze,Biaggim
6.0,ND,N. HaydenN. Hayden,,+11.043,Event cze,2003.0,cze,Haydenn
7.0,ND,A. BarrosA. Barros,,+11.439,Event cze,2003.0,cze,Barrosa
8.0,ND,T. UkawaT. Ukawa,,+13.574,Event cze,2003.0,cze,Ukawat
9.0,ND,M. TamadaM. Tamada,,+23.273,Event cze,2003.0,cze,Tamadam
10.0,ND,M. MelandriM. Melandri,,+26.404,Event cze,2003.0,cze,Melandrim
11.0,ND,O. JacqueO. Jacque,,+26.685,Event cze,2003.0,cze,Jacqueo
12.0,ND,C. EdwardsC. Edwards,,+30.728,Event cze,2003.0,cze,Edwardsc
13.0,ND,N. HagaN. Haga,,+39.531,Event cze,2003.0,cze,Hagan
14.0,ND,S. NakanoS. Nakano,,+41.240,Event cze,2003.0,cze,Nakanos
15.0,ND,R. KiyonariR. Kiyonari,,+44.623,Event cze,2003.0,cze,Kiyonarir
16.0,ND,A. PittA. Pitt,,+55.499,Event cze,2003.0,cze,Pitta
17.0,ND,J. HopkinsJ. Hopkins,,+55.677,Event cze,2003.0,cze,Hopkinsj
18.0,ND,G. MccoyG. Mccoy,,+60.700,Event cze,2003.0,cze,Mccoyg
19.0,ND,A. HofmannA. Hofmann,,+68.130,Event cze,2003.0,cze,Hofmanna
20.0,ND,K. JrK. Jr,,+74.524,Event cze,2003.0,cze,Jrk
,ND,L. CapirossiL. Capirossi,,19 Laps,Event cze,2003.0,cze,Capirossil
,ND,J. McwilliamsJ. Mcwilliams,,12 Laps,Event cze,2003.0,cze,Mcwilliamsj
,ND,N. AokiN. Aoki,,11 Laps,Event cze,2003.0,cze,Aokin
,ND,C. BurnsC. Burns,,9 Laps,Event cze,2003.0,cze,Burnsc
,ND,D. GeaD. Gea,,,Event cze,2003.0,cze,Gead
,,,,,,2003.0,ger,
1.0,ND,S. GibernauS. Gibernau,,42:41.180,Event ger,2003.0,ger,Gibernaus
2.0,ND,V. RossiV. Rossi,,+0.060,Event ger,2003.0,ger,Rossi
3.0,ND,T. BaylissT. Bayliss,,+13.207,Event ger,2003.0,ger,Baylisst
4.0,ND,L. CapirossiL. Capirossi,,+16.521,Event ger,2003.0,ger,Capirossil
5.0,ND,N. HaydenN. Hayden,,+16.563,Event ger,2003.0,ger,Haydenn
6.0,ND,T. UkawaT. Ukawa,,+18.743,Event ger,2003.0,ger,Ukawat
7.0,ND,S. NakanoS. Nakano,,+18.885,Event ger,2003.0,ger,Nakanos
8.0,ND,C. ChecaC. Checa,,+26.165,Event ger,2003.0,ger,Checac
9.0,ND,O. JacqueO. Jacque,,+28.281,Event ger,2003.0,ger,Jacqueo
10.0,ND,N. AbeN. Abe,,+29.159,Event ger,2003.0,ger,Aben
11.0,ND,N. AokiN. Aoki,,+29.316,Event ger,2003.0,ger,Aokin
12.0,ND,J. McwilliamsJ. Mcwilliams,,+30.427,Event ger,2003.0,ger,Mcwilliamsj
13.0,ND,M. TamadaM. Tamada,,+49.580,Event ger,2003.0,ger,Tamadam
14.0,ND,C. EdwardsC. Edwards,,+53.444,Event ger,2003.0,ger,Edwardsc
15.0,ND,K. JrK. Jr,,+57.512,Event ger,2003.0,ger,Jrk
16.0,ND,G. MccoyG. Mccoy,,+59.580,Event ger,2003.0,ger,Mccoyg
17.0,ND,A. HofmannA. Hofmann,,+65.240,Event ger,2003.0,ger,Hofmanna
18.0,ND,R. KiyonariR. Kiyonari,,+65.348,Event ger,2003.0,ger,Kiyonarir
19.0,ND,A. PittA. Pitt,,+0.000,Event ger,2003.0,ger,Pitta
20.0,ND,D. GeaD. Gea,,+0.000,Event ger,2003.0,ger,Gead
,ND,J. HopkinsJ. Hopkins,,23 Laps,Event ger,2003.0,ger,Hopkinsj
,ND,M. MelandriM. Melandri,,23 Laps,Event ger,2003.0,ger,Melandrim
,ND,A. BarrosA. Barros,,15 Laps,Event ger,2003.0,ger,Barrosa
,ND,M. BiaggiM. Biaggi,,13 Laps,Event ger,2003.0,ger,Biaggim
,ND,N. HagaN. Haga,,7 Laps,Event ger,2003.0,ger,Hagan
,,,,,,2003.0,ned,
1.0,ND,S. GibernauS. Gibernau,,42:39.006,Event ned,2003.0,ned,Gibernaus
2.0,ND,M. BiaggiM. Biaggi,,+10.111,Event ned,2003.0,ned,Biaggim
3.0,ND,V. RossiV. Rossi,,+13.875,Event ned,2003.0,ned,Rossi
4.0,ND,C. ChecaC. Checa,,+36.978,Event ned,2003.0,ned,Checac
5.0,ND,O. JacqueO. Jacque,,+40.345,Event ned,2003.0,ned,Jacqueo
6.0,ND,L. CapirossiL. Capirossi,,+42.177,Event ned,2003.0,ned,Capirossil
7.0,ND,C. EdwardsC. Edwards,,+50.518,Event ned,2003.0,ned,Edwardsc
8.0,ND,A. BarrosA. Barros,,+59.023,Event ned,2003.0,ned,Barrosa
9.0,ND,T. BaylissT. Bayliss,,+93.536,Event ned,2003.0,ned,Baylisst
10.0,ND,A. HofmannA. Hofmann,,+96.403,Event ned,2003.0,ned,Hofmanna
11.0,ND,N. HaydenN. Hayden,,+99.033,Event ned,2003.0,ned,Haydenn
12.0,ND,T. UkawaT. Ukawa,,+102.398,Event ned,2003.0,ned,Ukawat
13.0,ND,S. NakanoS. Nakano,,+103.690,Event ned,2003.0,ned,Nakanos
14.0,ND,A. PittA. Pitt,,+0.000,Event ned,2003.0,ned,Pitta
15.0,ND,J. HopkinsJ. Hopkins,,+0.000,Event ned,2003.0,ned,Hopkinsj
16.0,ND,M. TamadaM. Tamada,,+0.000,Event ned,2003.0,ned,Tamadam
17.0,ND,R. KiyonariR. Kiyonari,,+0.000,Event ned,2003.0,ned,Kiyonarir
18.0,ND,G. MccoyG. Mccoy,,+0.000,Event ned,2003.0,ned,Mccoyg
,ND,N. HagaN. Haga,,17 Laps,Event ned,2003.0,ned,Hagan
,ND,M. MelandriM. Melandri,,14 Laps,Event ned,2003.0,ned,Melandrim
,ND,Y. KagayamaY. Kagayama,,14 Laps,Event ned,2003.0,ned,Kagayamay
,ND,N. AokiN. Aoki,,10 Laps,Event ned,2003.0,ned,Aokin
,ND,J. McwilliamsJ. Mcwilliams,,9 Laps,Event ned,2003.0,ned,Mcwilliamsj
,,,,,,2003.0,ita,
1.0,ND,V. RossiV. Rossi,,43:28.008,Event ita,2003.0,ita,Rossi
2.0,ND,L. CapirossiL. Capirossi,,+1.416,Event ita,2003.0,ita,Capirossil
3.0,ND,M. BiaggiM. Biaggi,,+4.576,Event ita,2003.0,ita,Biaggim
4.0,ND,M. TamadaM. Tamada,,+13.210,Event ita,2003.0,ita,Tamadam
5.0,ND,S. NakanoS. Nakano,,+13.411,Event ita,2003.0,ita,Nakanos
6.0,ND,T. UkawaT. Ukawa,,+13.666,Event ita,2003.0,ita,Ukawat
7.0,ND,S. GibernauS. Gibernau,,+14.253,Event ita,2003.0,ita,Gibernaus
8.0,ND,C. ChecaC. Checa,,+22.811,Event ita,2003.0,ita,Checac
9.0,ND,C. EdwardsC. Edwards,,+33.056,Event ita,2003.0,ita,Edwardsc
10.0,ND,O. JacqueO. Jacque,,+38.882,Event ita,2003.0,ita,Jacqueo
11.0,ND,M. MelandriM. Melandri,,+38.977,Event ita,2003.0,ita,Melandrim
12.0,ND,N. HaydenN. Hayden,,+48.639,Event ita,2003.0,ita,Haydenn
13.0,ND,R. KiyonariR. Kiyonari,,+50.183,Event ita,2003.0,ita,Kiyonarir
14.0,ND,A. HofmannA. Hofmann,,+54.213,Event ita,2003.0,ita,Hofmanna
15.0,ND,G. MccoyG. Mccoy,,+83.281,Event ita,2003.0,ita,Mccoyg
16.0,ND,A. PittA. Pitt,,+97.284,Event ita,2003.0,ita,Pitta
,ND,J. McwilliamsJ. Mcwilliams,,18 Laps,Event ita,2003.0,ita,Mcwilliamsj
,ND,N. AokiN. Aoki,,14 Laps,Event ita,2003.0,ita,Aokin
,ND,T. BaylissT. Bayliss,,10 Laps,Event ita,2003.0,ita,Baylisst
,ND,N. HagaN. Haga,,7 Laps,Event ita,2003.0,ita,Hagan
,ND,K. JrK. Jr,,2 Laps,Event ita,2003.0,ita,Jrk
,ND,J. HopkinsJ. Hopkins,,2 Laps,Event ita,2003.0,ita,Hopkinsj
,ND,A. BarrosA. Barros,,2 Laps,Event ita,2003.0,ita,Barrosa
,,,,,,2003.0,ara,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event ara,2003.0,ara,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event ara,2003.0,ara,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event ara,2003.0,ara,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event ara,2003.0,ara,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event ara,2003.0,ara,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event ara,2003.0,ara,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event ara,2003.0,ara,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event ara,2003.0,ara,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event ara,2003.0,ara,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event ara,2003.0,ara,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event ara,2003.0,ara,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event ara,2003.0,ara,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event ara,2003.0,ara,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event ara,2003.0,ara,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event ara,2003.0,ara,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event ara,2003.0,ara,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event ara,2003.0,ara,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event ara,2003.0,ara,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event ara,2003.0,ara,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event ara,2003.0,ara,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event ara,2003.0,ara,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event ara,2003.0,ara,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event ara,2003.0,ara,Ukawat
,,,,,,2003.0,gbr,
1.0,ND,M. BiaggiM. Biaggi,,46:06.688,Event gbr,2003.0,gbr,Biaggim
2.0,ND,S. GibernauS. Gibernau,,+7.138,Event gbr,2003.0,gbr,Gibernaus
3.0,ND,V. RossiV. Rossi,,+8.794,Event gbr,2003.0,gbr,Rossi
4.0,ND,L. CapirossiL. Capirossi,,+13.041,Event gbr,2003.0,gbr,Capirossil
5.0,ND,T. BaylissT. Bayliss,,+16.269,Event gbr,2003.0,gbr,Baylisst
6.0,ND,C. ChecaC. Checa,,+27.085,Event gbr,2003.0,gbr,Checac
7.0,ND,N. HagaN. Haga,,+27.662,Event gbr,2003.0,gbr,Hagan
8.0,ND,N. HaydenN. Hayden,,+32.012,Event gbr,2003.0,gbr,Haydenn
9.0,ND,S. NakanoS. Nakano,,+34.799,Event gbr,2003.0,gbr,Nakanos
10.0,ND,C. EdwardsC. Edwards,,+35.001,Event gbr,2003.0,gbr,Edwardsc
11.0,ND,J. HopkinsJ. Hopkins,,+48.165,Event gbr,2003.0,gbr,Hopkinsj
12.0,ND,Y. KagayamaY. Kagayama,,+60.423,Event gbr,2003.0,gbr,Kagayamay
13.0,ND,M. TamadaM. Tamada,,+66.160,Event gbr,2003.0,gbr,Tamadam
14.0,ND,R. KiyonariR. Kiyonari,,+74.866,Event gbr,2003.0,gbr,Kiyonarir
15.0,ND,N. AokiN. Aoki,,+90.291,Event gbr,2003.0,gbr,Aokin
16.0,ND,G. MccoyG. Mccoy,,+0.000,Event gbr,2003.0,gbr,Mccoyg
17.0,ND,A. PittA. Pitt,,+0.000,Event gbr,2003.0,gbr,Pitta
,ND,O. JacqueO. Jacque,,18 Laps,Event gbr,2003.0,gbr,Jacqueo
,ND,J. McwilliamsJ. Mcwilliams,,13 Laps,Event gbr,2003.0,gbr,Mcwilliamsj
,ND,D. GeaD. Gea,,9 Laps,Event gbr,2003.0,gbr,Gead
,ND,M. MelandriM. Melandri,,4 Laps,Event gbr,2003.0,gbr,Melandrim
,ND,C. BurnsC. Burns,,1 Laps,Event gbr,2003.0,gbr,Burnsc
,ND,T. UkawaT. Ukawa,,,Event gbr,2003.0,gbr,Ukawat
,,,,,,2003.0,fra,
1.0,ND,S. GibernauS. Gibernau,,24:29.665,Event fra,2003.0,fra,Gibernaus
2.0,ND,V. RossiV. Rossi,,+0.165,Event fra,2003.0,fra,Rossi
3.0,ND,A. BarrosA. Barros,,+1.793,Event fra,2003.0,fra,Barrosa
4.0,ND,O. JacqueO. Jacque,,+29.912,Event fra,2003.0,fra,Jacqueo
5.0,ND,M. BiaggiM. Biaggi,,+31.493,Event fra,2003.0,fra,Biaggim
6.0,ND,J. McwilliamsJ. Mcwilliams,,+33.946,Event fra,2003.0,fra,Mcwilliamsj
7.0,ND,T. UkawaT. Ukawa,,+35.447,Event fra,2003.0,fra,Ukawat
8.0,ND,N. HagaN. Haga,,+36.231,Event fra,2003.0,fra,Hagan
9.0,ND,G. MccoyG. Mccoy,,+51.254,Event fra,2003.0,fra,Mccoyg
10.0,ND,C. EdwardsC. Edwards,,+61.802,Event fra,2003.0,fra,Edwardsc
11.0,ND,N. AbeN. Abe,,+0.000,Event fra,2003.0,fra,Aben
12.0,ND,N. HaydenN. Hayden,,+0.000,Event fra,2003.0,fra,Haydenn
13.0,ND,R. KiyonariR. Kiyonari,,+0.000,Event fra,2003.0,fra,Kiyonarir
14.0,ND,S. NakanoS. Nakano,,+0.000,Event fra,2003.0,fra,Nakanos
15.0,ND,M. MelandriM. Melandri,,+0.000,Event fra,2003.0,fra,Melandrim
16.0,ND,K. JrK. Jr,,+0.000,Event fra,2003.0,fra,Jrk
,ND,A. PittA. Pitt,,3 Laps,Event fra,2003.0,fra,Pitta
,ND,J. HopkinsJ. Hopkins,,2 Laps,Event fra,2003.0,fra,Hopkinsj
,ND,M. TamadaM. Tamada,,1 Laps,Event fra,2003.0,fra,Tamadam
,ND,N. AokiN. Aoki,,,Event fra,2003.0,fra,Aokin
,ND,C. ChecaC. Checa,,,Event fra,2003.0,fra,Checac
,ND,L. CapirossiL. Capirossi,,,Event fra,2003.0,fra,Capirossil
,ND,T. BaylissT. Bayliss,,,Event fra,2003.0,fra,Baylisst
,,,,,,2003.0,esp,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event esp,2003.0,esp,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event esp,2003.0,esp,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event esp,2003.0,esp,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event esp,2003.0,esp,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event esp,2003.0,esp,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event esp,2003.0,esp,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event esp,2003.0,esp,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event esp,2003.0,esp,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event esp,2003.0,esp,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event esp,2003.0,esp,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event esp,2003.0,esp,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event esp,2003.0,esp,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event esp,2003.0,esp,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event esp,2003.0,esp,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event esp,2003.0,esp,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event esp,2003.0,esp,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event esp,2003.0,esp,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event esp,2003.0,esp,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event esp,2003.0,esp,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event esp,2003.0,esp,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event esp,2003.0,esp,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event esp,2003.0,esp,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event esp,2003.0,esp,Ukawat
,,,,,,2003.0,qat,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event qat,2003.0,qat,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event qat,2003.0,qat,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event qat,2003.0,qat,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event qat,2003.0,qat,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event qat,2003.0,qat,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event qat,2003.0,qat,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event qat,2003.0,qat,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event qat,2003.0,qat,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event qat,2003.0,qat,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event qat,2003.0,qat,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event qat,2003.0,qat,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event qat,2003.0,qat,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event qat,2003.0,qat,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event qat,2003.0,qat,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event qat,2003.0,qat,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event qat,2003.0,qat,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event qat,2003.0,qat,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event qat,2003.0,qat,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event qat,2003.0,qat,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event qat,2003.0,qat,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event qat,2003.0,qat,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event qat,2003.0,qat,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event qat,2003.0,qat,Ukawat
,,,,,,2003.0,usa,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event usa,2003.0,usa,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event usa,2003.0,usa,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event usa,2003.0,usa,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event usa,2003.0,usa,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event usa,2003.0,usa,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event usa,2003.0,usa,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event usa,2003.0,usa,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event usa,2003.0,usa,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event usa,2003.0,usa,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event usa,2003.0,usa,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event usa,2003.0,usa,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event usa,2003.0,usa,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event usa,2003.0,usa,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event usa,2003.0,usa,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event usa,2003.0,usa,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event usa,2003.0,usa,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event usa,2003.0,usa,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event usa,2003.0,usa,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event usa,2003.0,usa,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event usa,2003.0,usa,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event usa,2003.0,usa,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event usa,2003.0,usa,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event usa,2003.0,usa,Ukawat
,,,,,,2003.0,arg,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event arg,2003.0,arg,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event arg,2003.0,arg,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event arg,2003.0,arg,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event arg,2003.0,arg,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event arg,2003.0,arg,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event arg,2003.0,arg,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event arg,2003.0,arg,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event arg,2003.0,arg,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event arg,2003.0,arg,Aben
10.0,ND,M. TamadaM. Tamada,,+46.500,Event arg,2003.0,arg,Tamadam
11.0,ND,K. JrK. Jr,,+61.496,Event arg,2003.0,arg,Jrk
12.0,ND,J. McwilliamsJ. Mcwilliams,,+64.510,Event arg,2003.0,arg,Mcwilliamsj
13.0,ND,J. HopkinsJ. Hopkins,,+65.191,Event arg,2003.0,arg,Hopkinsj
14.0,ND,R. KiyonariR. Kiyonari,,+66.012,Event arg,2003.0,arg,Kiyonarir
15.0,ND,N. HagaN. Haga,,+66.154,Event arg,2003.0,arg,Hagan
16.0,ND,N. HaydenN. Hayden,,+71.432,Event arg,2003.0,arg,Haydenn
17.0,ND,N. AokiN. Aoki,,+86.736,Event arg,2003.0,arg,Aokin
18.0,ND,A. PittA. Pitt,,+87.016,Event arg,2003.0,arg,Pitta
19.0,ND,G. MccoyG. Mccoy,,+87.450,Event arg,2003.0,arg,Mccoyg
20.0,ND,D. GeaD. Gea,,+0.000,Event arg,2003.0,arg,Gead
,ND,O. JacqueO. Jacque,,28 Laps,Event arg,2003.0,arg,Jacqueo
,ND,S. NakanoS. Nakano,,4 Laps,Event arg,2003.0,arg,Nakanos
,ND,T. UkawaT. Ukawa,,4 Laps,Event arg,2003.0,arg,Ukawat
,,,,,,2003.0,tha,
1.0,ND,V. RossiV. Rossi,,47:13.078,Event tha,2003.0,tha,Rossi
2.0,ND,S. GibernauS. Gibernau,,+0.681,Event tha,2003.0,tha,Gibernaus
3.0,ND,L. CapirossiL. Capirossi,,+11.227,Event tha,2003.0,tha,Capirossil
4.0,ND,M. BiaggiM. Biaggi,,+16.293,Event tha,2003.0,tha,Biaggim
5.0,ND,C. ChecaC. Checa,,+20.868,Event tha,2003.0,tha,Checac
6.0,ND,A. BarrosA. Barros,,+30.851,Event tha,2003.0,tha,Barrosa
7.0,ND,T. BaylissT. Bayliss,,+37.770,Event tha,2003.0,tha,Baylisst
8.0,ND,C. EdwardsC. Edwards,,+38.922,Event tha,2003.0,tha,Edwardsc
9.0,ND,N. AbeN. Abe,,+40.229,Event tha,2003.0,tha,Aben
